359, 42, 393, 42, 393, 86, 359, 86
224, 42, 248, 42, 248, 80, 224, 80
187, 45, 225, 45, 225, 82, 187, 82
328, 42, 361, 47, 361, 87, 327, 87
805, 81, 807, 46, 836, 48, 834, 83
266, 52, 288, 52, 288, 82, 266, 82
288, 50, 319, 48, 326, 94, 288, 81
396, 51, 424, 49, 428, 101, 402, 101
768, 51, 803, 51, 801, 83, 768, 80
969, 53, 990, 53, 990, 88, 969, 88
1036, 53, 1067, 53, 1067, 88, 1036, 88
935, 57, 962, 57, 962, 95, 935, 95
1005, 91, 1002, 57, 1035, 56, 1035, 92
537, 83, 562, 83, 560, 131, 537, 120
55, 87, 84, 87, 84, 120, 48, 121
832, 88, 864, 89, 864, 137, 836, 143
128, 90, 152, 90, 152, 121, 128, 121
87, 91, 115, 91, 116, 127, 87, 120
563, 117, 565, 90, 600, 93, 597, 120
771, 130, 773, 91, 799, 92, 796, 134
151, 94, 180, 94, 180, 121, 151, 121
193, 116, 195, 92, 221, 94, 219, 119
370, 95, 389, 95, 389, 121, 370, 121
807, 95, 833, 95, 831, 129, 807, 128
224, 96, 253, 96, 253, 130, 224, 124
329, 96, 359, 96, 361, 122, 329, 119
1045, 96, 1066, 96, 1071, 129, 1046, 128
902, 97, 932, 97, 932, 131, 902, 131
264, 106, 285, 106, 292, 135, 264, 132
261, 82, 294, 83, 292, 99, 264, 101
290, 98, 327, 102, 323, 139, 298, 135
869, 131, 871, 100, 900, 101, 899, 138
1108, 135, 1110, 106, 1141, 102, 1146, 137
425, 103, 451, 103, 456, 140, 425, 136
937, 104, 961, 104, 965, 135, 937, 130
635, 106, 657, 106, 662, 129, 635, 128
394, 108, 420, 113, 430, 155, 396, 147
561, 130, 595, 124, 600, 152, 566, 158
189, 162, 192, 124, 218, 126, 214, 164
367, 128, 390, 128, 390, 153, 367, 153
50, 129, 81, 127, 81, 157, 55, 156
126, 132, 146, 132, 147, 162, 125, 161
329, 130, 356, 130, 359, 173, 331, 174
502, 135, 531, 132, 527, 164, 502, 163
88, 162, 90, 132, 118, 134, 116, 172
628, 135, 659, 133, 661, 165, 630, 167
227, 177, 228, 136, 250, 136, 253, 180
1079, 138, 1102, 138, 1102, 182, 1079, 173
941, 140, 962, 140, 969, 176, 939, 181
593, 174, 595, 145, 625, 147, 624, 176
865, 145, 899, 145, 899, 178, 865, 178
972, 146, 998, 144, 999, 176, 975, 186
1110, 143, 1142, 143, 1144, 179, 1110, 176
464, 154, 491, 146, 492, 191, 464, 191
668, 145, 699, 145, 699, 186, 668, 186
1003, 155, 1037, 155, 1040, 189, 1007, 188
151, 132, 185, 128, 185, 185, 151, 187
404, 161, 425, 161, 428, 207, 404, 200
364, 162, 391, 162, 395, 196, 364, 190
59, 167, 81, 167, 82, 200, 59, 197
90, 206, 89, 170, 118, 172, 122, 207
632, 172, 659, 172, 659, 200, 632, 201
898, 184, 930, 182, 929, 211, 901, 211
224, 183, 254, 183, 254, 212, 223, 215
867, 184, 892, 184, 892, 212, 867, 212
1111, 185, 1140, 185, 1145, 220, 1110, 217
737, 190, 767, 192, 767, 216, 736, 216
463, 201, 495, 201, 496, 244, 464, 244
434, 210, 464, 210, 459, 244, 434, 241
498, 211, 527, 204, 526, 248, 498, 248
190, 209, 218, 209, 218, 247, 189, 248
568, 210, 596, 208, 596, 248, 566, 248
226, 215, 252, 215, 255, 248, 225, 245
540, 217, 565, 217, 566, 251, 540, 247
673, 216, 693, 216, 695, 247, 667, 248
263, 218, 289, 216, 293, 247, 264, 247
1115, 51, 1115, 95, 1145, 95, 1145, 51
1109, 223, 1109, 260, 1148, 260, 1148, 223
1082, 48, 1082, 101, 1110, 101, 1110, 48
1076, 108, 1076, 130, 1108, 130, 1108, 108
1076, 186, 1076, 221, 1105, 221, 1105, 186
1077, 222, 1077, 258, 1106, 258, 1106, 222
1042, 133, 1042, 179, 1074, 179, 1074, 133
1040, 184, 1040, 222, 1071, 222, 1071, 184
1034, 226, 1034, 257, 1069, 257, 1069, 226
1010, 190, 1010, 222, 1038, 222, 1038, 190
1004, 95, 1004, 151, 1039, 151, 1039, 95
968, 101, 968, 134, 1000, 134, 1000, 101
975, 185, 975, 224, 1007, 224, 1007, 185
973, 229, 973, 256, 1016, 256, 1016, 229
933, 186, 933, 247, 975, 247, 975, 186
903, 226, 903, 251, 931, 251, 931, 226
906, 138, 906, 179, 931, 179, 931, 138
904, 51, 904, 95, 932, 95, 932, 51
871, 53, 871, 93, 903, 93, 903, 53
837, 42, 837, 86, 868, 86, 868, 42
837, 152, 837, 184, 856, 184, 856, 152
836, 188, 836, 217, 859, 217, 859, 188
831, 223, 831, 257, 860, 257, 860, 223
796, 140, 796, 173, 835, 173, 835, 140
796, 178, 796, 239, 827, 239, 827, 178
773, 202, 773, 255, 801, 255, 801, 202
768, 138, 768, 189, 798, 189, 798, 138
730, 50, 730, 99, 766, 99, 766, 50
737, 107, 737, 139, 763, 139, 763, 107
734, 149, 734, 181, 766, 181, 766, 149
737, 225, 737, 250, 769, 250, 769, 225
871, 221, 871, 249, 898, 249, 898, 221
701, 48, 701, 86, 726, 86, 726, 48
698, 96, 698, 130, 730, 130, 730, 96
699, 141, 699, 169, 726, 169, 726, 141
701, 179, 701, 216, 727, 216, 727, 179
698, 223, 698, 250, 731, 250, 731, 223
665, 51, 665, 99, 701, 99, 701, 51
669, 105, 669, 139, 697, 139, 697, 105
674, 199, 674, 215, 694, 215, 694, 199
632, 50, 632, 95, 660, 95, 660, 50
599, 47, 599, 90, 634, 90, 634, 47
599, 100, 599, 136, 629, 136, 629, 100
568, 165, 568, 197, 599, 197, 599, 165
599, 186, 599, 213, 621, 213, 621, 186
598, 217, 598, 248, 629, 248, 629, 217
631, 210, 631, 249, 662, 249, 662, 210
566, 49, 566, 87, 599, 87, 599, 49
534, 47, 534, 81, 565, 81, 565, 47
535, 135, 535, 180, 561, 180, 561, 135
533, 186, 533, 213, 568, 213, 568, 186
495, 46, 495, 86, 531, 86, 531, 46
462, 44, 462, 101, 493, 101, 493, 44
462, 103, 462, 142, 495, 142, 495, 103
495, 94, 495, 128, 535, 128, 535, 94
435, 154, 435, 197, 461, 197, 461, 154
397, 210, 397, 250, 432, 250, 432, 210
364, 204, 364, 243, 397, 243, 397, 204
327, 182, 327, 221, 361, 221, 361, 182
326, 224, 326, 252, 360, 252, 360, 224
295, 143, 295, 188, 327, 188, 327, 143
294, 198, 294, 245, 325, 245, 325, 198
262, 141, 262, 173, 292, 173, 292, 141
265, 178, 265, 210, 293, 210, 293, 178
151, 48, 151, 86, 184, 86, 184, 48
151, 199, 151, 237, 190, 237, 190, 199
188, 171, 188, 204, 222, 204, 222, 171
127, 209, 127, 245, 153, 245, 153, 209
120, 165, 120, 206, 152, 206, 152, 165
86, 210, 86, 245, 120, 245, 120, 210
53, 206, 53, 241, 88, 241, 88, 206
50, 43, 50, 83, 89, 83, 89, 43
120, 46, 120, 88, 148, 88, 148, 46
89, 45, 89, 88, 119, 88, 119, 45
498, 168, 498, 198, 532, 198, 532, 168
426, 54, 426, 98, 461, 98, 461, 54
