252, 198, 291, 198, 291, 261, 252, 261
187, 203, 234, 203, 234, 267, 187, 267
185, 301, 229, 300, 230, 376, 186, 377
188, 422, 239, 422, 239, 487, 188, 487
248, 482, 249, 440, 285, 441, 284, 483
122, 190, 122, 258, 164, 258, 164, 190
121, 292, 121, 387, 171, 387, 171, 292
126, 406, 126, 466, 169, 466, 169, 406
246, 305, 246, 364, 289, 364, 289, 305
301, 188, 301, 246, 330, 246, 330, 188
301, 292, 301, 350, 325, 350, 325, 292
299, 412, 299, 458, 324, 458, 324, 412
87, 171, 87, 260, 114, 260, 114, 171
89, 284, 89, 346, 113, 346, 113, 284
92, 384, 92, 453, 109, 453, 109, 384
