816, 14, 834, 14, 834, 44, 816, 44
226, 13, 256, 13, 256, 50, 226, 50
291, 14, 312, 14, 312, 45, 291, 45
341, 15, 363, 15, 363, 45, 341, 45
789, 15, 810, 15, 810, 42, 789, 42
1015, 16, 1036, 16, 1036, 44, 1015, 44
840, 15, 861, 15, 861, 44, 840, 44
864, 15, 886, 15, 886, 45, 864, 45
316, 17, 335, 17, 335, 46, 316, 46
375, 15, 402, 15, 402, 47, 375, 47
441, 15, 460, 15, 460, 44, 441, 44
914, 16, 934, 16, 934, 45, 914, 45
965, 16, 984, 16, 984, 45, 965, 45
192, 16, 214, 16, 214, 46, 192, 46
263, 16, 288, 16, 288, 50, 263, 50
417, 17, 439, 17, 439, 45, 417, 45
472, 15, 504, 15, 504, 44, 472, 44
166, 16, 189, 16, 189, 44, 166, 44
866, 80, 867, 50, 888, 51, 887, 80
31, 52, 56, 52, 56, 83, 31, 83
313, 50, 337, 48, 339, 81, 316, 83
666, 51, 685, 51, 685, 80, 666, 80
715, 51, 737, 51, 737, 78, 715, 78
739, 52, 759, 52, 759, 78, 739, 78
940, 54, 961, 54, 961, 79, 940, 79
92, 54, 113, 54, 113, 83, 92, 83
292, 52, 314, 52, 313, 81, 293, 82
344, 53, 362, 53, 362, 81, 344, 81
378, 53, 403, 53, 403, 83, 378, 83
478, 53, 501, 53, 501, 82, 478, 82
639, 53, 658, 52, 660, 78, 640, 79
763, 52, 787, 52, 787, 79, 763, 79
789, 52, 812, 50, 810, 80, 789, 80
966, 51, 985, 51, 986, 80, 966, 82
69, 54, 88, 54, 88, 83, 69, 83
190, 53, 215, 53, 215, 83, 190, 83
440, 55, 462, 53, 464, 81, 442, 82
613, 52, 636, 52, 636, 78, 613, 78
816, 53, 834, 53, 835, 81, 815, 78
892, 54, 913, 54, 913, 79, 892, 79
117, 53, 140, 53, 140, 81, 117, 81
141, 54, 167, 54, 167, 82, 141, 82
419, 54, 441, 54, 441, 82, 419, 82
591, 53, 612, 53, 612, 79, 591, 79
689, 53, 712, 53, 712, 79, 689, 79
914, 54, 936, 54, 936, 79, 914, 79
1013, 55, 1037, 55, 1037, 80, 1013, 80
166, 55, 188, 55, 188, 82, 166, 82
841, 54, 863, 54, 863, 80, 841, 80
260, 55, 287, 55, 287, 87, 260, 87
224, 55, 260, 53, 258, 86, 226, 88
990, 54, 1009, 54, 1010, 82, 991, 81
32, 85, 56, 85, 56, 118, 32, 118
691, 86, 713, 86, 713, 115, 691, 115
292, 86, 313, 86, 313, 116, 292, 116
865, 86, 887, 86, 887, 116, 865, 116
140, 87, 164, 87, 164, 118, 140, 116
316, 91, 336, 90, 338, 119, 317, 120
343, 88, 365, 88, 365, 117, 343, 117
477, 118, 479, 88, 503, 89, 501, 119
572, 86, 605, 86, 605, 124, 572, 124
640, 88, 663, 88, 664, 117, 641, 115
665, 87, 687, 87, 687, 113, 665, 113
715, 87, 736, 86, 737, 114, 715, 115
766, 86, 787, 86, 787, 116, 766, 116
811, 88, 835, 88, 835, 115, 811, 115
889, 88, 909, 88, 909, 114, 889, 114
1015, 88, 1036, 88, 1036, 116, 1015, 116
441, 90, 463, 90, 463, 118, 441, 118
541, 91, 562, 91, 562, 112, 541, 112
616, 88, 638, 88, 638, 113, 616, 113
738, 87, 762, 87, 762, 115, 740, 116
839, 89, 860, 87, 861, 115, 840, 116
914, 88, 935, 88, 935, 116, 914, 116
940, 91, 959, 91, 959, 116, 940, 116
961, 90, 983, 90, 983, 115, 961, 115
990, 90, 1011, 90, 1011, 115, 990, 115
93, 92, 116, 92, 116, 119, 93, 119
418, 90, 440, 90, 440, 119, 418, 119
515, 91, 535, 91, 535, 112, 515, 112
790, 89, 811, 89, 811, 116, 790, 116
68, 91, 89, 91, 89, 116, 68, 116
194, 88, 215, 90, 215, 119, 190, 119
376, 90, 401, 90, 401, 117, 376, 117
169, 92, 189, 89, 187, 117, 168, 117
541, 118, 563, 118, 563, 141, 541, 141
515, 119, 536, 119, 536, 140, 515, 140
642, 122, 661, 122, 661, 150, 642, 150
119, 125, 139, 123, 141, 153, 122, 154
616, 124, 637, 124, 637, 150, 616, 150
666, 121, 688, 121, 688, 149, 666, 149
790, 123, 811, 123, 811, 148, 790, 148
814, 123, 837, 123, 837, 150, 814, 150
377, 123, 401, 121, 403, 151, 379, 152
713, 123, 740, 123, 740, 149, 713, 149
840, 123, 861, 123, 861, 150, 840, 150
31, 124, 57, 124, 57, 154, 31, 154
144, 124, 166, 123, 166, 151, 144, 152
343, 125, 364, 125, 364, 151, 343, 151
416, 124, 440, 124, 440, 150, 416, 150
478, 123, 504, 123, 504, 153, 478, 153
738, 124, 761, 124, 761, 149, 738, 149
885, 124, 908, 124, 908, 149, 885, 149
937, 127, 958, 126, 960, 151, 940, 153
963, 125, 985, 125, 985, 150, 963, 150
990, 124, 1009, 124, 1009, 149, 990, 149
1016, 124, 1034, 124, 1034, 150, 1016, 150
69, 124, 89, 124, 89, 153, 69, 153
94, 126, 114, 125, 115, 155, 95, 156
439, 124, 461, 124, 461, 149, 439, 149
914, 125, 934, 125, 934, 151, 914, 151
318, 126, 342, 126, 341, 154, 318, 155
865, 126, 886, 126, 886, 149, 865, 149
515, 146, 534, 146, 534, 169, 515, 169
641, 159, 662, 159, 662, 183, 641, 183
661, 160, 687, 160, 687, 185, 661, 185
480, 159, 503, 159, 503, 189, 480, 189
687, 187, 688, 163, 714, 164, 712, 188
736, 159, 761, 159, 761, 185, 736, 185
790, 159, 811, 159, 811, 185, 790, 185
817, 159, 837, 159, 837, 185, 817, 185
840, 159, 860, 159, 860, 186, 840, 186
889, 159, 909, 159, 909, 185, 889, 185
958, 160, 987, 160, 987, 188, 958, 188
30, 159, 55, 159, 55, 191, 30, 191
318, 160, 339, 160, 339, 187, 318, 187
442, 160, 462, 158, 465, 188, 445, 190
571, 157, 609, 155, 610, 189, 574, 192
715, 158, 737, 158, 737, 186, 715, 186
767, 159, 785, 159, 785, 184, 767, 184
119, 161, 143, 161, 143, 188, 119, 188
194, 159, 215, 159, 215, 186, 194, 186
343, 159, 365, 159, 365, 188, 343, 188
990, 160, 1010, 160, 1010, 188, 990, 188
1016, 160, 1036, 160, 1036, 187, 1016, 187
223, 160, 262, 160, 262, 188, 223, 188
377, 160, 405, 160, 405, 189, 377, 189
616, 160, 636, 159, 638, 184, 617, 186
867, 161, 886, 161, 886, 186, 867, 186
914, 188, 914, 161, 936, 161, 936, 188
68, 161, 90, 161, 90, 188, 68, 188
94, 187, 94, 163, 116, 163, 116, 187
142, 188, 144, 159, 166, 161, 163, 188
167, 163, 191, 163, 191, 188, 167, 188
268, 157, 288, 157, 288, 190, 268, 190
294, 160, 316, 160, 316, 188, 294, 188
940, 162, 961, 162, 961, 189, 940, 189
419, 161, 441, 161, 441, 188, 419, 188
664, 192, 686, 192, 686, 224, 664, 224
480, 192, 504, 192, 504, 223, 480, 223
686, 191, 710, 191, 710, 220, 686, 220
741, 193, 760, 193, 760, 222, 741, 222
380, 194, 403, 194, 403, 225, 380, 225
790, 194, 810, 194, 810, 220, 790, 220
839, 220, 841, 192, 865, 193, 863, 222
914, 195, 933, 195, 933, 219, 914, 219
941, 193, 961, 193, 961, 220, 941, 220
170, 194, 188, 193, 189, 223, 172, 225
865, 194, 884, 194, 884, 220, 865, 220
891, 195, 908, 195, 908, 221, 891, 221
616, 223, 618, 191, 639, 193, 638, 224
