237, 118, 243, 59, 306, 65, 300, 124
174, 75, 210, 75, 210, 114, 174, 114
400, 71, 467, 71, 467, 148, 400, 148
84, 71, 128, 71, 128, 132, 84, 132
333, 75, 375, 75, 375, 132, 333, 132
49, 130, 62, 130, 62, 146, 49, 146
249, 135, 291, 135, 291, 178, 249, 178
167, 192, 168, 140, 222, 141, 222, 192
89, 204, 90, 146, 151, 147, 150, 205
332, 153, 383, 153, 383, 226, 332, 226
403, 210, 405, 162, 457, 165, 455, 212
48, 188, 67, 188, 67, 212, 48, 212
171, 218, 221, 216, 224, 270, 174, 272
407, 222, 453, 222, 453, 277, 407, 277
252, 267, 254, 224, 307, 227, 304, 270
335, 239, 363, 239, 363, 286, 335, 286
46, 100, 46, 125, 66, 125, 66, 100
46, 153, 46, 184, 62, 184, 62, 153
24, 190, 24, 221, 47, 221, 47, 190
20, 107, 20, 185, 41, 185, 41, 107
