158, 134, 150, 20, 226, 25, 245, 131
32, 127, 36, 19, 116, 22, 111, 131
378, 32, 486, 26, 487, 119, 379, 131
41, 136, 107, 144, 108, 245, 45, 252
281, 27, 347, 20, 343, 118, 289, 140
381, 132, 479, 132, 479, 245, 381, 245
160, 164, 333, 134, 338, 373, 192, 375
38, 268, 118, 268, 118, 358, 38, 358
390, 263, 488, 262, 490, 375, 392, 377
400, 380, 474, 383, 472, 488, 406, 504
147, 387, 244, 387, 244, 485, 147, 485
264, 383, 361, 383, 361, 488, 264, 488
26, 386, 116, 386, 116, 492, 26, 492
386, 499, 473, 498, 474, 625, 387, 626
35, 510, 124, 510, 124, 621, 35, 621
140, 507, 232, 507, 232, 619, 140, 619
270, 506, 365, 506, 365, 610, 270, 610
39, 619, 122, 619, 110, 739, 39, 736
393, 632, 470, 631, 470, 733, 412, 742
141, 630, 243, 628, 245, 726, 143, 728
274, 629, 355, 628, 357, 736, 275, 737
