122, 132, 137, 132, 137, 148, 122, 148
193, 132, 207, 132, 207, 146, 193, 146
216, 132, 232, 131, 231, 147, 216, 146
146, 132, 159, 132, 159, 146, 146, 146
170, 133, 184, 133, 184, 146, 169, 146
53, 133, 68, 133, 68, 146, 53, 146
77, 133, 91, 133, 91, 148, 77, 148
100, 134, 113, 134, 113, 147, 100, 147
192, 146, 207, 146, 208, 162, 193, 163
216, 147, 231, 147, 231, 163, 216, 163
169, 147, 183, 147, 183, 164, 169, 164
239, 148, 253, 148, 255, 162, 239, 163
145, 148, 159, 148, 159, 163, 145, 163
53, 148, 68, 148, 68, 163, 53, 163
78, 148, 90, 148, 90, 162, 78, 163
123, 148, 136, 148, 136, 164, 123, 164
146, 162, 160, 162, 160, 178, 146, 178
192, 163, 206, 163, 208, 180, 192, 177
215, 164, 230, 163, 232, 179, 216, 178
30, 165, 44, 165, 44, 178, 29, 179
123, 164, 137, 164, 137, 179, 123, 179
169, 165, 182, 165, 182, 178, 169, 178
169, 179, 182, 178, 183, 195, 170, 195
145, 180, 159, 180, 159, 195, 145, 195
192, 180, 206, 180, 208, 195, 192, 194
216, 179, 230, 179, 232, 196, 216, 193
240, 179, 255, 180, 255, 195, 240, 195
30, 180, 43, 180, 43, 195, 30, 195
121, 181, 137, 181, 137, 194, 121, 194
217, 196, 232, 196, 232, 212, 216, 210
75, 211, 76, 197, 90, 197, 89, 212
170, 196, 184, 196, 184, 209, 170, 209
100, 197, 113, 197, 114, 212, 100, 212
29, 197, 43, 197, 45, 213, 29, 213
123, 197, 136, 197, 136, 210, 123, 210
146, 197, 159, 197, 159, 210, 146, 210
145, 210, 159, 210, 159, 227, 145, 227
170, 211, 184, 211, 185, 228, 170, 227
216, 212, 231, 212, 232, 226, 216, 226
123, 213, 136, 213, 136, 228, 123, 228
242, 212, 256, 212, 253, 227, 242, 226
29, 213, 42, 213, 42, 226, 29, 226
75, 211, 89, 211, 89, 226, 75, 226
99, 214, 113, 214, 113, 226, 99, 226
216, 228, 230, 228, 230, 241, 216, 241
31, 229, 43, 229, 43, 244, 28, 243
100, 229, 114, 229, 114, 243, 100, 243
170, 229, 184, 229, 184, 243, 170, 242
122, 228, 136, 228, 136, 243, 122, 243
75, 230, 90, 230, 90, 242, 75, 242
145, 230, 160, 229, 160, 242, 146, 243
122, 244, 137, 244, 137, 257, 122, 257
146, 244, 161, 244, 161, 258, 146, 258
169, 244, 184, 244, 184, 258, 169, 258
193, 244, 208, 244, 208, 258, 193, 258
217, 244, 230, 244, 230, 257, 217, 257
75, 245, 89, 245, 89, 257, 75, 257
170, 259, 184, 259, 184, 274, 170, 274
193, 259, 209, 259, 209, 276, 193, 276
75, 260, 89, 260, 89, 275, 75, 275
146, 260, 160, 260, 160, 275, 147, 275
75, 275, 89, 275, 89, 291, 75, 291
193, 276, 208, 276, 208, 290, 193, 290
170, 277, 183, 277, 183, 289, 170, 289
217, 277, 230, 277, 231, 290, 216, 290
147, 277, 160, 277, 160, 291, 147, 291
192, 292, 209, 292, 209, 308, 192, 308
146, 293, 159, 293, 159, 309, 146, 309
169, 293, 184, 293, 184, 307, 169, 307
76, 293, 90, 293, 90, 308, 76, 308
122, 293, 137, 293, 137, 308, 122, 308
169, 309, 184, 309, 184, 323, 169, 323
146, 309, 160, 309, 160, 323, 146, 323
76, 309, 89, 309, 89, 324, 76, 324
122, 324, 122, 310, 136, 310, 136, 324
169, 324, 184, 324, 184, 340, 169, 340
75, 324, 89, 324, 89, 341, 75, 341
147, 326, 160, 326, 160, 340, 147, 340
147, 341, 160, 341, 160, 357, 147, 357
167, 339, 184, 339, 184, 356, 167, 356
194, 342, 207, 342, 207, 355, 194, 355
75, 343, 90, 343, 90, 358, 75, 358
168, 356, 184, 356, 184, 371, 168, 371
217, 357, 232, 357, 233, 374, 218, 374
241, 373, 243, 356, 256, 357, 257, 373
74, 372, 76, 357, 91, 358, 89, 374
192, 358, 207, 358, 207, 371, 192, 371
193, 374, 208, 374, 208, 388, 193, 388
216, 374, 233, 374, 233, 389, 216, 389
241, 373, 258, 375, 258, 391, 241, 390
145, 374, 160, 374, 160, 390, 145, 390
169, 374, 184, 374, 184, 388, 169, 388
75, 374, 90, 374, 91, 390, 76, 392
217, 390, 232, 390, 232, 405, 217, 405
74, 392, 90, 392, 89, 408, 73, 407
145, 392, 160, 392, 160, 406, 145, 406
243, 392, 255, 392, 257, 406, 242, 407
217, 408, 233, 408, 233, 422, 217, 422
242, 408, 256, 408, 259, 421, 243, 423
219, 424, 233, 424, 235, 440, 218, 440
146, 426, 161, 426, 161, 440, 146, 440
76, 425, 90, 425, 90, 441, 75, 442
29, 117, 29, 132, 46, 132, 46, 117
29, 131, 29, 148, 45, 148, 45, 131
29, 148, 29, 164, 45, 164, 45, 148
27, 245, 27, 261, 43, 261, 43, 245
27, 262, 27, 276, 44, 276, 44, 262
29, 278, 29, 293, 44, 293, 44, 278
26, 293, 26, 310, 44, 310, 44, 293
26, 310, 26, 326, 44, 326, 44, 310
74, 408, 74, 423, 92, 423, 92, 408
74, 442, 74, 457, 91, 457, 91, 442
147, 407, 147, 423, 163, 423, 163, 407
146, 441, 146, 458, 164, 458, 164, 441
171, 391, 171, 406, 186, 406, 186, 391
171, 407, 171, 423, 186, 423, 186, 407
172, 423, 172, 439, 186, 439, 186, 423
168, 443, 168, 454, 189, 454, 189, 443
195, 390, 195, 407, 209, 407, 209, 390
196, 408, 196, 423, 210, 423, 210, 408
192, 424, 192, 439, 210, 439, 210, 424
193, 440, 193, 456, 210, 456, 210, 440
218, 440, 218, 457, 236, 457, 236, 440
193, 308, 193, 324, 208, 324, 208, 308
194, 326, 194, 342, 209, 342, 209, 326
216, 325, 216, 340, 233, 340, 233, 325
217, 311, 217, 325, 233, 325, 233, 311
217, 341, 217, 356, 235, 356, 235, 341
216, 292, 216, 308, 233, 308, 233, 292
217, 258, 217, 276, 232, 276, 232, 258
240, 275, 240, 292, 256, 292, 256, 275
145, 358, 145, 373, 161, 373, 161, 358
240, 115, 240, 130, 254, 130, 254, 115
241, 132, 241, 147, 254, 147, 254, 132
239, 163, 239, 179, 256, 179, 256, 163
193, 194, 193, 210, 208, 210, 208, 194
192, 212, 192, 227, 208, 227, 208, 212
192, 228, 192, 243, 207, 243, 207, 228
122, 260, 122, 277, 139, 277, 139, 260
122, 276, 122, 292, 139, 292, 139, 276
76, 165, 76, 178, 92, 178, 92, 165
76, 181, 76, 197, 92, 197, 92, 181
100, 180, 100, 195, 114, 195, 114, 180
99, 164, 99, 180, 115, 180, 115, 164
100, 150, 100, 164, 115, 164, 115, 150
98, 116, 98, 131, 114, 131, 114, 116
241, 228, 241, 244, 255, 244, 255, 228
240, 244, 240, 261, 257, 261, 257, 244
240, 260, 240, 276, 256, 276, 256, 260
