1186, 85, 1388, 85, 1388, 185, 1186, 185
994, 191, 996, 88, 1131, 91, 1129, 194
65, 90, 239, 90, 239, 200, 65, 200
1437, 225, 1440, 97, 1592, 101, 1589, 229
551, 103, 704, 103, 704, 221, 551, 221
334, 110, 503, 110, 503, 203, 334, 203
1194, 328, 1399, 316, 1405, 421, 1200, 433
85, 321, 231, 323, 231, 427, 107, 456
970, 429, 974, 322, 1168, 329, 1164, 435
1453, 335, 1613, 335, 1613, 457, 1453, 457
557, 340, 724, 340, 724, 422, 557, 422
68, 557, 277, 557, 277, 667, 68, 667
979, 570, 1125, 570, 1125, 658, 991, 709
1207, 638, 1209, 544, 1363, 538, 1402, 631
293, 570, 469, 570, 469, 677, 293, 677
546, 576, 754, 575, 747, 681, 539, 685
1444, 686, 1446, 556, 1646, 578, 1610, 680
1179, 779, 1392, 796, 1355, 902, 1179, 885
311, 896, 315, 778, 490, 783, 486, 901
965, 800, 1154, 795, 1171, 891, 960, 915
87, 796, 278, 796, 278, 897, 87, 897
1426, 806, 1608, 806, 1608, 955, 1426, 955
522, 818, 729, 822, 767, 923, 544, 941
970, 1010, 1158, 1023, 1158, 1127, 955, 1152
326, 327, 462, 335, 467, 406, 331, 421
549, 1157, 551, 1016, 715, 1018, 713, 1160
315, 1015, 517, 1027, 499, 1151, 326, 1156
1200, 1029, 1388, 1029, 1389, 1139, 1192, 1136
76, 1041, 276, 1033, 281, 1133, 81, 1142
1424, 1376, 1429, 1230, 1606, 1238, 1612, 1398
1220, 1241, 1352, 1241, 1417, 1380, 1221, 1388
543, 1245, 741, 1275, 723, 1391, 554, 1391
318, 1365, 321, 1256, 501, 1261, 498, 1369
970, 1272, 1176, 1261, 1181, 1358, 975, 1370
74, 1273, 283, 1267, 287, 1393, 78, 1399
1414, 1023, 1414, 1154, 1648, 1154, 1648, 1023
